precinct,ballot_type,registered_voters,ballots_cast,turnout,GEORGE_C_YANG,JERRY_J_LAWS,GAIL_K_LIGHTFOOT,MIKE_BEITIKS,PAMELA_ELIZONDO,SCOTT_A_VINEBERG,STEVE_STOKES,DUF_SUNDHEIM,LING_LING_SHI,LORETTA_L_SANCHEZ,PHIL_WYMAN,JARRELL_WILLIAMSON,THOMAS_G_DEL_BECCARO,RON_UNZ,GREG_CONLON,JASON_KRAUS,DON_KRAMPE,MARK_MATTHEW_HERD,VON_HOUGO,JASON_HANANIA,KAMALA_D_HARRIS,GAR_MYERS,PAUL_MERRITT,MASSIE_MUNROE,ELEANOR_GARCÍA,TIM_GILDERSLEEVE,CLIVE_GREY,DON_J_GRUNDMANN,PRESIDENT_CRISTINA_GRAPPO,HERBERT_G_PETERS,TOM_PALZER,JOHN_THOMPSON_PARKER,KAREN_ROSEBERRY,EMORY_RODGERS,WRITE-IN,over_votes,under_votes
9228,VBM,687,272,39.59,5,3,3,,1,,1,21,1,22,1,,4,2,4,,,2,6,,157,,,,,1,1,,,,3,,3,,,2,29
9229,Election_Day,576,135,23.44,2,,,,,,1,5,1,8,1,1,,,,,,,2,1,89,,1,1,1,,,,1,,2,1,1,,,,16
9229,VBM,576,230,39.93,1,,,1,2,,,8,,17,3,,3,,4,,,,1,,164,,,1,,,,,,,,1,1,,1,1,21
9231,Election_Day,961,282,29.34,3,1,2,,3,,2,3,2,16,1,,3,2,,,,1,2,1,189,,,2,1,,1,,3,1,2,1,1,,,2,37
9231,VBM,961,313,32.57,5,,4,2,4,,2,6,2,16,1,,3,1,3,,,1,1,,211,,,4,1,,,,1,,2,1,,,,3,39
9232,Election_Day,706,182,25.78,1,3,,,2,1,2,3,,17,1,,1,,1,,,,3,,115,,1,2,,,1,,2,,3,1,,,,,22
9232,VBM,706,241,34.14,2,,1,,3,,4,3,,17,3,,4,2,3,,1,,1,1,157,,,,,2,,,1,2,5,,,,,1,28
9233,Election_Day,748,166,22.19,,,2,,1,,1,5,1,11,,,2,,1,,,,3,1,108,,,1,,,,,,1,1,2,,,,,25
9233,VBM,748,283,37.83,4,,1,,1,,,16,,13,6,1,3,3,3,,1,,2,,192,,1,3,,,,,,,2,2,,,,2,27
9234,Election_Day,708,141,19.92,1,,1,,,,2,5,,12,1,1,1,,,,,,3,1,90,,,1,1,,,1,1,,,2,,,,,17
9234,VBM,708,267,37.71,1,,1,1,,,1,6,1,28,2,,4,2,7,1,,2,3,1,155,,,4,,,,,1,,2,,3,,,,41
9235,Election_Day,825,196,23.76,4,1,2,1,,,2,11,,15,1,,4,,2,,,1,1,1,111,,,2,1,,1,,,1,3,,1,,,,30
9235,VBM,825,290,35.15,5,2,2,,1,,1,13,,24,3,,6,5,7,,,2,2,,169,,,4,,,,,,,2,,,,1,4,37
9236,Election_Day,637,149,23.39,3,,,,,,1,3,,8,2,,1,,2,1,,1,3,4,95,,,1,,,1,,1,,2,,1,,,,19
9236,VBM,637,224,35.16,2,,,1,,,1,6,,16,2,1,2,1,2,,,,3,,161,,,1,1,,1,,,,,,2,,,1,20
9237,Election_Day,846,168,19.86,,1,3,,1,,,4,,9,3,,4,,1,,,1,1,,103,,,,,,,,2,,1,2,1,,,,31
9237,VBM,846,301,35.58,5,,1,,1,,2,7,1,23,6,,5,4,5,,,1,4,1,178,,1,1,2,1,2,1,1,,4,2,2,,1,3,36
9238,Election_Day,778,150,19.28,1,,,1,,1,1,4,,15,1,,1,,3,,,,2,,97,,,2,,,,,1,,2,,1,1,,,16
9238,VBM,778,300,38.56,3,,3,1,,,2,20,,20,7,,10,8,11,1,,2,3,,158,,2,,1,,,2,2,2,4,1,3,,,,34
9239,Election_Day,811,155,19.11,2,,1,,,1,5,2,,6,2,2,,,,,,,5,1,90,,1,2,,,,,,1,2,1,1,,,1,29
9239,VBM,811,307,37.85,5,,2,,1,,1,5,,13,4,2,14,8,3,,2,1,4,,179,,,2,3,,,,,1,1,,1,1,,2,52
9241,Election_Day,903,198,21.93,1,,,1,,1,,6,,16,1,,2,2,5,,,,1,1,118,,1,3,1,,,,1,2,1,1,,,1,,32
9241,VBM,903,292,32.34,4,,1,,1,,,6,,23,3,1,6,1,8,,1,5,5,1,188,,1,1,,,2,,,,1,,2,,1,2,28
9242,Election_Day,864,193,22.34,2,,,2,1,,2,3,,15,3,,1,,,,,,,2,106,1,,3,2,,2,,2,1,2,1,2,,1,,39
9242,VBM,864,281,32.52,4,,2,,,,,12,,21,,,1,2,5,,,2,5,,189,1,1,,,,2,,,,1,,,,1,4,28
9243,Election_Day,567,144,25.4,,,,1,1,,2,4,,18,,,,,,,,,1,,84,,,2,,,,,1,,,,1,1,,3,25
9243,VBM,567,191,33.69,3,1,1,1,1,,,2,,14,4,,1,3,4,,,1,1,,133,,,4,,,2,,,,,,,,,,15
9244,Election_Day,828,190,22.95,1,,1,,2,,1,4,,16,1,,,2,,,,1,,,119,,,2,,,,,,1,,,,,,1,38
9244,VBM,828,253,30.56,,,,,,,1,10,,17,5,,2,1,4,,,,2,1,175,,,1,,,,,,,1,,3,,,1,29
9245,Election_Day,665,157,23.61,1,,,,,,3,2,,16,1,,3,1,2,1,,1,1,2,93,,1,3,,,1,,3,,,,2,1,,1,18
9245,VBM,665,221,33.23,,,2,,2,1,1,3,,8,5,,3,,3,,,,1,1,156,,1,1,,,,,,,,,2,,,1,30
9246,Election_Day,861,200,23.23,2,1,2,1,2,1,1,5,,16,,1,3,,1,,,2,1,2,120,,1,1,,,,,2,1,,1,1,,1,,31
9246,VBM,861,295,34.26,1,,3,1,1,1,1,5,1,28,3,,4,5,4,,,1,4,1,175,,1,3,1,,1,1,1,,4,1,2,1,,,40
9247,Election_Day,887,202,22.77,1,1,,2,2,1,1,1,1,17,1,1,,,,,1,1,3,1,122,,1,8,,,,,,1,2,2,,,,1,30
9247,VBM,887,323,36.41,5,1,1,1,3,1,2,8,,34,3,,5,2,4,,,2,4,,209,,,3,,,,,2,1,2,,2,1,,1,26
9248,Election_Day,834,182,21.82,1,,1,,,,2,3,,11,,,2,2,2,,,,4,1,117,,,2,1,,,,1,,2,,,1,2,,27
9248,VBM,834,291,34.89,,,3,,2,,1,5,,23,6,,3,3,3,,1,,2,,192,,,1,,,,1,,1,2,1,1,1,1,,38
9249,Election_Day,857,219,25.55,2,1,2,1,4,,,2,,20,1,,2,1,4,,,,,,143,,,3,,,3,,3,2,1,1,,,,1,22
9249,VBM,857,287,33.49,2,,2,,2,1,4,5,,26,,,3,2,9,1,,,1,1,186,,,5,1,,2,,,1,,1,3,1,1,4,23
9251,Election_Day,882,223,25.28,,,,1,2,,2,5,,12,1,,4,2,,,1,,,,155,,,3,2,,,,,,1,,,,1,,31
9251,VBM,882,312,35.37,3,,,,2,,5,10,,25,,,5,2,6,,,,1,2,212,,,1,,,,,1,1,1,3,2,,1,3,26
9252,Election_Day,861,170,19.74,1,,4,,1,,2,6,,13,,,3,1,1,,,2,3,2,103,,2,1,,,,,1,2,1,1,1,1,1,,17
9252,VBM,861,359,41.7,6,1,2,1,2,,5,9,2,18,3,,6,2,5,,1,1,7,2,204,,1,2,1,,3,,1,1,3,2,,1,,5,62
9253,Election_Day,741,167,22.54,1,,2,1,,,,1,,12,1,1,1,1,,1,2,1,2,,95,,,4,1,1,,,1,,,1,,,,2,35
9253,VBM,741,237,31.98,2,1,3,,1,3,,10,6,12,5,1,1,4,2,,1,2,2,3,143,1,,1,,,,,1,,1,1,2,,,1,27
9254,Election_Day,860,204,23.72,3,1,,,3,1,2,2,1,19,,,1,,5,,,1,1,,126,,,2,2,,1,1,,1,1,1,,,,1,28
9254,VBM,860,317,36.86,2,,1,,3,,3,8,3,29,4,1,,,2,,2,4,2,4,209,,1,,1,,,,1,,2,1,,,1,3,30
9255,Election_Day,513,137,26.71,,,1,1,,,1,1,,8,,,3,,,,,1,3,,79,,1,1,1,,2,,2,1,,2,,,,2,27
9255,VBM,513,154,30.02,2,,,,2,,4,3,,15,2,,1,,1,,,,2,,97,,1,2,1,,,1,,,,,,1,1,2,16
9256,Election_Day,371,83,22.37,,,1,1,2,,1,1,,14,,,,,,,,,1,,41,,,2,,,,,1,,,,1,,,,17
9256,VBM,371,105,28.3,,,1,,1,1,,,,6,1,,2,,2,,,,2,,77,,,,1,,,,,,,,,,,,11
9257,Election_Day,284,14,4.93,,,,,,,,,,,,,,,,,,,,,5,,,,1,,,,,,,2,,,,,6
9257,VBM,284,166,58.45,1,,3,1,2,,2,2,,14,,,4,1,,,,,,1,115,,,,,,,1,2,,,,1,,,,16
9258,Election_Day,659,130,19.73,,,3,1,2,,1,1,,12,,,2,,2,,,,1,1,84,,,3,,,,,,,,,,,1,,16
9258,VBM,659,251,38.09,4,,,,2,,3,4,1,26,4,,2,,9,1,,1,,,161,1,,2,,2,,,,,1,1,,1,,2,23
9401,Election_Day,909,255,28.05,,3,3,2,12,,3,2,,19,1,,2,,,,,1,3,,136,,1,4,1,1,4,,,2,2,3,,,,1,49
9401,VBM,909,268,29.48,7,,1,2,10,,5,1,1,23,1,,1,,1,,,,2,,168,,,4,2,,,,,,,4,3,,3,2,27
9402,Election_Day,954,241,25.26,4,1,4,1,7,,6,3,4,20,,1,,,1,1,,1,3,,144,1,1,2,1,,,,3,,,1,,,,,31
9402,VBM,954,322,33.75,17,,1,2,4,2,4,7,6,33,1,,3,3,3,,1,,4,1,164,,2,5,,,2,,,1,1,1,2,3,,4,45
9403,Election_Day,862,186,21.58,1,1,2,1,2,1,4,2,1,13,1,,1,1,1,1,,,,1,110,1,,1,3,,,1,4,1,2,,,1,1,,27
9403,VBM,862,299,34.69,8,2,1,,4,1,4,2,3,23,3,3,3,,1,,5,1,2,2,155,,,7,2,,,1,2,1,2,,2,1,1,7,50
9404,Election_Day,849,171,20.14,2,,2,2,2,,2,1,,16,,1,2,,,,,,3,1,92,,1,4,1,,,,2,,,2,1,,,1,33
9404,VBM,849,250,29.45,11,2,2,,,1,6,5,2,20,1,2,4,3,2,,,,2,3,144,1,1,2,1,,2,,1,,1,3,1,,2,,25
9405,Election_Day,765,185,24.18,1,,,,2,,,2,2,24,,,,1,4,1,,2,,2,99,2,,1,2,,2,2,1,2,,1,,,1,,31
9405,VBM,765,258,33.73,11,,1,,2,,3,1,6,26,3,1,3,1,2,,,1,4,1,140,,,6,,1,3,,1,1,,1,1,1,2,,35
9406,Election_Day,862,202,23.43,2,,5,1,2,1,3,4,3,13,,,8,,3,,2,1,1,1,105,1,3,6,,2,,,3,,,,,,2,,30
9406,VBM,862,264,30.63,1,3,3,2,3,,4,3,6,17,1,1,6,4,5,,1,,3,1,155,,,3,,,1,,1,1,1,1,3,,1,4,29
9407,Election_Day,851,210,24.68,5,,2,,4,,4,2,1,28,,,1,,2,,,,3,1,115,,,4,1,,,,1,1,,1,2,,,3,29
9407,VBM,851,261,30.67,8,,,2,4,,4,8,3,15,3,,6,2,1,,,1,1,2,156,1,,4,2,,,,,,,,,,1,4,33
9408,Election_Day,805,218,27.08,4,,1,1,3,1,5,2,,23,1,,5,,1,1,,2,3,4,106,,1,4,,,4,,1,,2,2,1,,4,2,34
9408,VBM,805,243,30.19,1,,2,1,2,1,3,1,2,22,,1,4,1,,,,2,,1,141,,,3,1,,1,1,3,1,1,,1,,1,2,43
9409,Election_Day,574,168,29.27,,,2,,2,,1,2,1,12,,1,2,,1,,,1,2,2,108,,1,,4,,2,,,,,3,,1,1,,19
9409,VBM,574,180,31.36,5,,,1,3,1,3,4,1,14,,,,1,1,,,,1,4,106,,,1,1,1,1,1,,,2,1,1,,3,,23
9411,Election_Day,987,256,25.94,2,,8,1,5,1,6,2,,19,2,,2,2,1,1,,2,4,2,122,,,5,,,,1,3,,2,5,2,,1,4,51
9411,VBM,987,296,29.99,5,,4,,11,,7,1,1,19,1,,2,,2,1,,,6,,181,,1,3,2,1,3,1,1,,3,1,,,,,39
9412,Election_Day,838,214,25.54,,,6,1,6,,6,,1,10,4,,,,2,,1,,2,,129,,,1,3,,,,2,2,3,3,,,,5,27
9412,VBM,838,262,31.26,9,1,1,1,1,,1,1,4,32,4,1,,4,5,,3,,3,1,138,,,3,,,,,3,1,2,,4,1,,2,36
9413,Election_Day,871,191,21.93,3,1,2,1,2,,4,4,1,20,,,3,2,2,,1,,1,1,99,,,,2,,,,1,,2,2,1,,1,1,34
9413,VBM,871,299,34.33,21,,2,1,2,,2,6,3,15,1,,1,2,5,,,1,3,3,171,1,,1,,,,,1,1,4,1,1,1,,6,43
9414,Election_Day,837,176,21.03,3,,2,,5,,3,1,2,13,1,,5,,1,1,1,,,2,95,,,1,1,,,,,,2,1,,,,1,35
9414,VBM,837,337,40.26,8,,1,3,7,1,4,3,6,20,10,1,1,,5,1,,1,2,3,194,2,1,2,1,,2,,,1,3,,3,,2,1,48
9415,Election_Day,764,150,19.63,1,,,,5,,2,3,,14,,1,2,1,2,,,,1,1,89,,,2,,,,,,1,2,3,,2,1,,17
9415,VBM,764,260,34.03,13,3,2,1,3,1,8,4,4,27,1,1,2,1,6,,4,1,8,2,110,,,3,1,,,,2,2,1,3,1,,,4,41
9416,Election_Day,947,229,24.18,2,1,5,4,2,,2,1,1,11,3,,1,,3,,,,3,1,137,,2,6,2,,3,,2,1,,,1,,2,2,31
9416,VBM,947,299,31.57,23,2,,1,5,,2,7,5,23,2,,2,4,,1,,,1,1,161,,,7,1,,,,2,,3,,2,1,,,43
9417,Election_Day,709,137,19.32,5,1,3,3,,1,4,,,15,1,,,1,,,,,4,,63,,,2,1,,,,,,,2,1,1,,1,28
9417,VBM,709,239,33.71,13,,5,,9,1,1,8,3,25,3,,1,3,3,,1,1,5,,114,,,1,1,,,,1,1,,,5,1,3,3,27
9418,Election_Day,761,161,21.16,7,,,,1,,3,3,2,10,,,2,,,,,,3,,89,,,1,1,,2,,2,,1,2,2,1,,1,28
9418,VBM,761,242,31.8,14,,2,3,4,1,4,3,4,18,1,1,5,1,2,,3,,7,2,108,2,1,,1,,,,1,3,4,1,5,,2,1,38
9419,Election_Day,841,142,16.88,1,1,2,,1,1,3,6,,9,1,,3,,3,,,,,1,87,,,2,,,1,,,2,1,,3,,,,14
9419,VBM,841,314,37.34,14,,3,1,1,1,4,10,9,18,3,,6,5,12,,,3,6,,153,,,1,1,,,1,1,1,6,,3,,1,3,47
9421,Election_Day,876,148,16.89,3,,1,,2,,,,1,12,3,2,1,2,,,,1,1,1,68,,,,1,,,,2,,1,2,1,,,2,41
9421,VBM,876,314,35.84,13,1,2,2,2,,3,4,8,32,1,,3,5,4,,,,5,1,171,,,4,1,,1,,2,1,2,,1,3,,3,39
9422,Election_Day,1001,243,24.28,8,,3,1,5,1,3,5,2,22,,,5,1,1,2,1,,4,1,127,,,,1,1,,1,2,2,2,,3,1,,1,37
9422,VBM,1001,323,32.27,14,,3,2,3,,3,8,7,26,2,,4,,3,1,1,,4,2,182,1,,1,,3,,,,,5,5,2,2,2,3,34
9423,Election_Day,850,165,19.41,2,,1,,4,,1,4,1,12,,,,,2,,,2,1,1,87,,,2,3,1,,1,4,3,3,,3,,1,1,25
9423,VBM,850,291,34.24,7,,3,1,3,1,1,9,2,33,,,4,2,3,,,1,6,1,166,,1,4,,,,1,2,,,2,1,,2,,35
9424,Election_Day,902,166,18.4,4,,,,8,,3,,1,11,,,,,1,,1,3,,1,89,3,,3,1,1,,,3,1,,,2,,,,30
9424,VBM,902,297,32.93,19,1,2,1,3,,8,2,10,18,3,,3,1,1,,,3,3,1,168,,1,1,,,3,,1,,3,,,,,2,39
9425,Election_Day,880,156,17.73,5,,1,,4,,5,3,1,14,3,,,,,,,,1,1,75,1,1,3,,,,,1,3,,,,,,2,32
9425,VBM,880,288,32.73,24,1,1,2,3,1,,1,9,26,3,3,2,,,,,,2,2,159,,,3,4,,,1,,1,2,,2,1,,1,34
9426,Election_Day,766,133,17.36,3,,,,1,1,1,3,2,10,2,,2,,2,,2,1,3,,67,,,1,2,1,,,3,1,,1,,1,,,23
9426,VBM,766,251,32.77,21,,1,,2,,2,6,6,24,2,1,,4,6,1,,,3,3,116,1,2,,1,,,,1,,1,,1,1,,10,35
9427,Election_Day,886,144,16.25,4,1,1,,2,,,1,1,10,,,3,1,4,,,,1,1,70,,,2,1,,,,1,,3,1,2,,2,,32
9427,VBM,886,302,34.09,25,2,1,,4,,1,7,9,28,2,1,6,2,4,1,1,,7,1,137,,2,4,3,,,1,1,,8,,4,2,1,1,36
9428,Election_Day,890,134,15.06,4,,1,1,2,2,2,1,1,17,1,,2,3,2,2,,1,1,1,64,,,3,,,2,,1,,,1,,,,1,18
9428,VBM,890,329,36.97,20,,5,,1,1,7,5,4,30,2,,1,2,4,,,,4,6,170,,2,3,1,,,,1,2,2,2,2,1,1,,50
9429,Election_Day,848,195,23,5,,4,1,2,1,4,3,1,18,1,1,2,3,2,,1,1,4,3,96,1,,6,1,,,,2,2,,,1,,1,,28
9429,VBM,848,255,30.07,12,,,,1,,6,5,12,9,1,1,1,3,7,3,,1,6,2,131,,,8,,,,2,,1,,,5,1,,,37
9431,Election_Day,941,173,18.38,2,,2,1,3,2,2,2,4,15,3,,1,,2,,,2,2,,102,,,1,2,1,,,1,,1,2,1,,1,,18
9431,VBM,941,349,37.09,19,,3,1,4,1,4,2,12,32,1,,10,,8,,,,10,1,180,2,,1,1,,,1,3,2,3,3,,,1,,44
9432,Election_Day,855,183,21.4,2,,3,2,4,1,3,2,3,14,2,,2,1,2,1,,2,3,,100,1,1,5,,,,,2,1,1,,1,,,,24
9432,VBM,855,274,32.05,24,,1,1,2,,4,1,8,26,2,,3,4,,,,3,5,2,133,,,2,,1,,,1,,1,1,,,3,1,45
9433,Election_Day,882,166,18.82,2,,3,1,3,,3,3,2,5,1,,2,,3,,,1,4,,82,,,3,1,,2,,1,,4,2,2,,1,,35
9433,VBM,882,317,35.94,20,1,3,1,1,,6,5,4,12,2,,5,3,3,,,2,5,2,173,1,1,4,,,2,1,3,6,1,,1,,1,9,39
9434,Election_Day,944,209,22.14,6,,6,1,1,,5,6,,18,1,,1,1,4,,,3,1,1,111,1,,4,2,,2,,,3,2,,1,1,,2,25
9434,VBM,944,322,34.11,18,,4,3,2,,4,4,8,31,2,3,2,,3,,1,,4,5,168,,2,8,,,1,,4,3,1,3,2,2,,3,31
9435,Election_Day,909,202,22.22,5,1,2,,3,,1,2,3,18,,1,1,1,2,,2,1,4,1,107,,1,1,2,1,2,,2,,2,,1,,,1,34
9435,VBM,909,307,33.77,22,1,3,1,1,,6,4,2,28,,,2,,6,,,,2,4,168,,1,3,1,,1,,4,1,3,,,,1,3,39
9436,Election_Day,951,178,18.72,6,,1,,2,2,1,2,1,11,1,,2,,2,,1,2,4,2,93,2,2,1,1,2,,,1,,1,2,2,,1,1,29
9436,VBM,951,324,34.07,22,,2,2,3,,4,5,10,17,3,2,9,1,4,,,,4,1,181,1,,2,,1,,,3,,,,,,2,1,44
9437,Election_Day,878,174,19.82,7,3,,1,3,,1,3,3,13,3,,1,,1,,1,1,1,,85,,1,6,2,,1,,1,,1,,1,,2,3,29
9437,VBM,878,302,34.4,17,3,,2,4,,4,5,5,23,2,1,4,2,8,,1,,7,3,150,,,3,1,,,1,1,,5,5,3,1,1,4,36
9438,Election_Day,917,164,17.88,8,,,2,4,,4,,,18,,,1,,2,,3,4,3,,79,,,2,,,1,,3,,3,6,,,,,21
9438,VBM,917,326,35.55,29,,3,1,3,,3,4,3,29,4,1,9,,3,,,1,4,3,169,,,4,,,,1,3,1,1,1,2,,,2,42
9439,Election_Day,836,157,18.78,1,,1,,5,1,,2,,14,2,1,2,,1,,,2,4,2,80,1,,3,2,,1,,,,,1,1,2,1,,27
9439,VBM,836,286,34.21,13,3,5,1,2,,2,2,8,24,3,2,2,,4,,4,,5,1,146,,1,3,1,,,,1,1,2,1,8,,2,4,35
9441,Election_Day,944,188,19.92,2,,1,,1,1,4,1,,18,3,2,1,,2,,,,,1,103,,,4,2,,2,1,3,3,2,1,,,1,,29
9441,VBM,944,326,34.53,12,,3,5,,,2,5,10,28,2,,4,3,4,,3,1,1,6,178,,1,2,1,,3,,2,1,2,2,,,,3,42
9442,Election_Day,935,218,23.32,2,,3,3,6,2,4,1,1,12,2,,3,1,1,1,,2,2,1,126,,1,4,,,3,,2,2,3,1,,,,1,28
9442,VBM,935,312,33.37,29,,2,6,12,,3,8,13,18,1,,6,1,4,,,,3,3,135,1,,6,1,,1,1,2,1,4,2,3,1,,4,41
9443,Election_Day,867,196,22.61,2,3,4,,4,1,1,3,3,21,1,,3,,,1,,,2,1,102,,1,5,1,,1,,2,1,2,,,1,1,1,28
9443,VBM,867,273,31.49,13,,1,1,1,1,1,1,7,20,6,,3,4,,,4,3,3,3,159,,,4,2,,,,,1,9,1,3,,1,1,20
9444,Election_Day,877,126,14.37,2,1,1,,5,1,2,,,13,2,,1,,4,,,2,,,60,1,,2,2,,,,3,,,,1,1,,1,21
9444,VBM,877,300,34.21,19,,,,2,,4,8,9,24,4,,4,1,2,1,1,2,6,3,140,,1,4,4,3,,1,,3,3,3,2,,2,5,39
9445,Election_Day,918,194,21.13,6,1,1,,,,2,5,1,13,3,,5,,2,,1,,7,1,116,,,,1,,,1,,,1,2,1,1,1,,22
9445,VBM,918,338,36.82,11,1,2,3,5,3,5,7,5,29,1,2,4,2,4,1,1,3,6,6,175,1,2,1,1,,1,,1,1,2,1,,,,6,45
9446,Election_Day,995,212,21.31,4,1,3,4,5,,,7,,17,2,,2,1,2,1,1,1,2,3,114,,2,3,,,,1,4,1,1,1,,,1,,28
9446,VBM,995,369,37.09,17,,2,3,4,,5,6,7,32,3,,5,1,11,,3,2,7,2,180,,,5,1,,1,,,,2,1,2,2,2,3,60
9447,Election_Day,892,171,19.17,4,2,4,1,4,1,1,3,2,20,1,,,,,,,2,1,1,93,,,2,,1,1,,2,,2,1,2,,,,20
9447,VBM,892,318,35.65,10,1,6,1,,2,3,4,3,30,,,3,,4,,,,7,2,161,,,6,2,1,1,,2,,1,2,6,1,,4,55
9448,Election_Day,855,159,18.6,2,1,,1,,2,1,2,,17,4,1,4,,1,,,,2,,79,,1,3,1,1,1,,1,,5,3,,,,,26
9448,VBM,855,302,35.32,26,,5,1,2,1,2,4,6,23,4,1,2,,3,,1,,7,2,147,1,,3,1,1,1,,2,1,2,,1,,4,3,45
9449,Election_Day,763,111,14.55,3,,1,,2,,2,,2,9,,,1,1,3,1,,,1,1,58,,2,2,1,1,,,1,,,,,1,2,,16
9449,VBM,763,278,36.44,16,,1,,1,,4,10,5,29,2,1,5,1,6,,,2,4,6,137,,1,2,,1,,,1,1,6,1,,2,1,4,28
9451,Election_Day,402,85,21.14,1,,1,,1,1,,3,,4,1,,2,,1,,,1,1,2,45,1,,1,,1,,,,1,,,2,,,1,14
9451,VBM,402,157,39.05,9,1,,,,,,5,,17,2,,3,1,6,,,1,1,2,70,,1,2,1,,,,,1,4,,2,,3,3,22
9452,Election_Day,765,208,27.19,8,,1,1,1,1,5,4,1,19,3,,,2,3,,,2,3,2,103,,,4,1,,,1,,,4,,,1,,2,36
9452,VBM,765,259,33.86,14,1,2,1,3,,4,7,1,24,3,,2,,5,,2,,,1,145,,,4,,,3,,,,2,,,1,,,34
9453,Election_Day,454,90,19.82,1,,,,,,,4,,10,,,,2,,,1,,1,,47,,,3,3,,1,,1,,1,1,,,,1,13
9453,VBM,454,170,37.44,4,,3,1,1,,,6,,25,1,,,,5,,1,,1,3,88,,,1,,,,,1,,,,1,,2,2,24
9501,Election_Day,141,2,1.42,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,
9501,VBM,141,77,54.61,,,1,1,1,1,1,2,,4,,1,4,,1,,,,,1,45,,,2,,,,,1,,2,1,,,,2,6
9502,Election_Day,201,7,3.48,,,,,,,,,,,,,,,,,,1,,,2,,,,,,2,,1,,,,,,,,1
9502,VBM,201,122,60.7,,,,,,,,1,,10,1,1,2,,,,,,1,,82,,,2,,,,,,,,2,,,,3,17
9503-9504,Election_Day,673,126,18.72,1,,2,,,,1,1,,16,1,,1,1,,,2,1,1,,79,,,2,,,,,2,,,,,,,,15
9503-9504,VBM,673,215,31.95,2,,2,,3,1,1,2,,17,,,,1,,,,2,3,,147,,1,1,2,,2,,,,,,,,,1,27
9505,Election_Day,738,150,20.33,,,,,1,,1,,,9,,,2,2,,,,,1,2,112,,,1,,1,,,2,1,,,,,,,15
9505,VBM,738,228,30.89,,,1,,,1,4,1,,21,,3,2,,,,1,1,,1,166,,1,,2,,,,1,3,1,2,,,,4,12
9506,Election_Day,734,162,22.07,2,,1,1,,1,1,,1,14,,1,,,1,,,,2,1,105,1,2,2,1,,,,,,,1,,,1,1,22
9506,VBM,734,181,24.66,,,2,,1,,1,3,,14,,,4,,,,,1,,,122,,1,6,1,,2,,1,1,1,1,,,1,4,14
9507,Election_Day,731,182,24.9,1,,3,2,3,,5,2,,12,,,2,,,1,,,,,118,,,1,,,,,,1,,1,,2,,,28
9507,VBM,731,266,36.39,1,,3,1,2,,3,1,,19,,,2,,1,,,,1,,183,,,4,3,1,1,1,2,,,,,,1,2,34
9508,Election_Day,797,233,29.23,,,1,1,2,,2,,1,12,,,,,,,,1,,,155,,1,5,3,,,,2,,,1,,,2,2,42
9508,VBM,797,233,29.23,2,,,1,1,,1,1,1,13,,,,,2,1,,3,1,,159,,2,2,1,,,,2,,,1,,1,2,,36
9509,Election_Day,671,184,27.42,,,5,,2,1,,,,20,,,,,,2,,,,1,117,,,3,1,,1,,,2,,1,,,1,,27
9509,VBM,671,212,31.59,,,1,,11,,1,2,1,18,,,,,1,,,,1,1,132,,2,2,,,3,,,,,2,3,,1,1,29
9511,Election_Day,592,166,28.04,,,2,,4,,1,2,,7,,,1,,1,1,1,1,,3,112,1,1,4,,,1,,,,,,2,,,1,20
9511,VBM,592,170,28.72,1,,2,2,2,,,2,,6,1,,2,1,1,1,,,3,,117,,,1,1,,,1,,,,1,1,,,5,19
9512,Election_Day,776,195,25.13,,,1,1,3,,1,1,2,15,1,,,1,1,,,,,1,124,,,8,1,,,,1,1,,,3,,1,1,27
9512,VBM,776,260,33.51,,,2,1,6,,2,,2,17,2,,,1,,,,1,1,1,200,1,1,1,,,,,,,,1,,,1,1,18
9513,Election_Day,849,207,24.38,1,,,,3,,4,,,10,,1,,,,,1,1,,,147,,,1,3,,,,,,,,,,2,,33
9513,VBM,849,245,28.86,2,,2,,,,6,,,16,,,1,,,,,,,2,184,,,2,,,,,1,,1,1,1,,,2,24
9514-9522,Election_Day,890,275,30.9,3,,3,1,4,,6,1,2,26,2,,1,,1,,,1,2,2,161,1,,3,,,,,5,,,1,1,1,,,47
9514-9522,VBM,890,284,31.91,4,,1,1,7,,,2,,22,1,,1,1,3,1,1,1,1,,190,,,,4,,2,,,,,,1,,,,40
9515,Election_Day,694,233,33.57,,,1,1,5,,2,1,1,11,,,,2,1,,2,,1,2,146,,1,3,1,,,,1,,1,4,1,,1,,44
9515,VBM,694,228,32.85,4,,2,,3,,2,3,4,24,3,,1,,5,,,2,3,,135,,,2,1,,,3,1,,2,1,1,,2,2,22
9516,Election_Day,855,225,26.32,1,,2,,1,,6,1,2,24,1,1,,,1,1,2,,,,135,,,2,2,,1,,1,1,1,4,,1,,6,28
9516,VBM,855,283,33.1,9,,5,4,8,2,2,1,3,22,2,2,,1,6,,,2,8,3,162,,1,3,1,,,,,1,3,1,,,,3,28
9517,Election_Day,786,219,27.86,3,,2,1,2,1,1,2,1,12,1,,1,,2,,,1,2,4,138,1,1,2,2,,1,,4,,,1,,,,1,32
9517,VBM,786,273,34.73,5,,,1,2,,4,,,20,1,,,1,3,,2,1,5,3,167,1,1,,1,1,1,,2,,1,7,1,,,4,38
