PrecinctName,ReportingType,PrecinctID,Precincts,Registration,Ballots Cast,Turnout (%),Yes,No,Under Vote,Over Vote
Pct 7603,VBM,7603,1,888,404,45.50,309,44,45,0
Pct 7604,Election Day,7604,1,989,284,28.72,211,30,41,0
Pct 7604,VBM,7604,1,989,393,39.74,315,41,32,0
Pct 7605,Election Day,7605,1,771,191,24.77,115,33,41,0
Pct 7605,VBM,7605,1,771,237,30.74,181,29,29,0
Pct 7606,Election Day,7606,1,992,247,24.90,174,33,41,0
Pct 7606,VBM,7606,1,992,393,39.62,305,42,41,0
Pct 7607,Election Day,7607,1,1055,272,25.78,196,34,40,0
Pct 7607,VBM,7607,1,1055,438,41.52,324,53,50,0
Pct 7608,Election Day,7608,1,456,89,19.52,52,11,24,0
